Player ID,First Name,Last Name,Known Name,Born Date,Season ID,playTime,playTime_MEAN,tiri,tiri_MEAN,tiriInPorta,tiriInPorta_PERC,tiriInPorta_MEAN,tiriDaArea,tiriDaArea_PERC,tiriDaArea_MEAN,passChiave,passChiave_MEAN,pass,pass_MEAN,passInArea,passInArea_PERC,passInArea_MEAN,passRiusciti,passRiusciti_PERC,passRiusciti_MEAN,passChiaveRicevuti,passChiaveRicevuti_PERC,passChiaveRicevuti_MEAN,passChiaveRicevutiInArea,passChiaveRicevutiInArea_PERC,passChiaveRicevutiInArea_MEAN,passRicevuti,passRicevuti_MEAN,passRicevutiInArea,passRicevutiInArea_PERC,passRicevutiInArea_MEAN,palleLaterali,palleLaterali_MEAN,perdePalla,perdePalla_MEAN,triangolazione,triangolazione_MEAN,triFatta,triFatta_PERC,triFatta_MEAN,triChiusa,triChiusa_PERC,triChiusa_MEAN,recuperaPalla,recuperaPalla_MEAN,perdeMetaCampoProria,perdeMetaCampoProria_PERC,perdeMetaCampoProria_MEAN,dribbling,dribbling_MEAN,dribblingPositivo,dribblingPositivo_PERC,dribblingPositivo_MEAN,dribblingSub,dribblingSub_MEAN,duelli,duelli_MEAN,duelliFalliDiGioco,duelliFalliDiGioco_PERC,duelliFalliDiGioco_MEAN,duelliVinti,duelliVinti_PERC,duelliVinti_MEAN,duelliVintiMetaCampo,duelliVintiMetaCampo_PERC,duelliVintiMetaCampo_MEAN,duelliPersiMetaCampo,duelliPersiMetaCampo_PERC,duelliPersiMetaCampo_MEAN,duelliAerei,duelliAerei_PERC,duelliAerei_MEAN,duelliTackle,duelliTackle_PERC,duelliTackle_MEAN,duelliTackleVinti,duelliTackleVinti_PERC,duelliTackleVinti_MEAN,falliFatti,falliFatti_MEAN,falliSubiti,falliSubiti_MEAN,tiriInPortaDaArea,tiriInPortaDaArea_PERC,tiriInPortaDaArea_MEAN,perdeTerzoDifensivo,perdeTerzoDifensivo_PERC,perdeTerzoDifensivo_MEAN,xG,xG_MEAN,xGoT,xGoT_MEAN,xA,xA_MEAN,xAe,xAe_MEAN,xOvA,xOvA_MEAN,shotQuality,shotQuality_MEAN,np_xG,np_xG_MEAN,op_xG,op_xG_MEAN,tiriDaFuori,tiriDaFuori_PERC,tiriDaFuori_MEAN,passInAreaRiusciti,passInAreaRiusciti_PERC,passInAreaRiusciti_MEAN,giochiPortiereRicevuti,giochiPortiereRicevuti_MEAN,giochiPortiereRicevutiMetaCampoAvversaria,giochiPortiereRicevutiMetaCampoAvversaria_PERC,giochiPortiereRicevutiMetaCampoAvversaria_MEAN,cross,cross_MEAN,traversoni,traversoni_MEAN,recuperaMetaCampoAvversaria,recuperaMetaCampoAvversaria_PERC,recuperaMetaCampoAvversaria_MEAN,dribblingSubitoNegativo,dribblingSubitoNegativo_PERC,dribblingSubitoNegativo_MEAN,tiriDaAreaPiccola,tiriDaAreaPiccola_PERC,tiriDaAreaPiccola_MEAN,tiroGol,tiroGol_PERC,tiroGol_MEAN,tiroGolArea,tiroGolArea_PERC,tiroGolArea_MEAN,tiroGolAreaPiccola,tiroGolAreaPiccola_PERC,tiroGolAreaPiccola_MEAN,tiroGolPiede,tiroGolPiede_PERC,tiroGolPiede_MEAN,retiSub,retiSub_MEAN,passChiaveInArea,passChiaveInArea_PERC,passChiaveInArea_MEAN,assist,assist_MEAN,assistVincenti,assistVincenti_PERC,assistVincenti_MEAN,assistInArea,assistInArea_PERC,assistInArea_MEAN,crossRiusciti,crossRiusciti_PERC,crossRiusciti_MEAN,traversoniRiusciti,traversoniRiusciti_PERC,traversoniRiusciti_MEAN,cutBack,cutBack_MEAN,cutBackRiusciti,cutBackRiusciti_PERC,cutBackRiusciti_MEAN,duelliAereiVinti,duelliAereiVinti_PERC,duelliAereiVinti_MEAN,inFuorigioco,inFuorigioco_MEAN,tiriInPortaDaFuori,tiriInPortaDaFuori_PERC,tiriInPortaDaFuori_MEAN,interventoNegativo,interventoNegativo_MEAN,ammonizioni,ammonizioni_MEAN,recuperaTerzoOffensivo,recuperaTerzoOffensivo_PERC,recuperaTerzoOffensivo_MEAN,tiriDiTesta,tiriDiTesta_PERC,tiriDiTesta_MEAN,assistVincentiInArea,assistVincentiInArea_PERC,assistVincentiInArea_MEAN,interventoPositivo,interventoPositivo_MEAN,parate,parate_MEAN,uscite,uscite_MEAN,tiriInPortaSubitiPortiere,tiriInPortaSubitiPortiere_MEAN,tiriInPortaSubitiParati,tiriInPortaSubitiParati_PERC,tiriInPortaSubitiParati_MEAN,tiriRigoreSubiti,tiriRigoreSubiti_MEAN,lanci,lanci_MEAN,passaggiPortiere,passaggiPortiere_MEAN,lanciPositivi,lanciPositivi_PERC,lanciPositivi_MEAN,passaggiPortierePositivi,passaggiPortierePositivi_PERC,passaggiPortierePositivi_MEAN,rinvio,rinvio_MEAN,rinvioMano,rinvioMano_PERC,rinvioMano_MEAN,rinvioPiede,rinvioPiede_PERC,rinvioPiede_MEAN,parataMano,parataMano_PERC,parataMano_MEAN,parataPiede,parataPiede_PERC,parataPiede_MEAN,retiSubGK,retiSubGK_MEAN,rinvioDalFondo,rinvioDalFondo_PERC,rinvioDalFondo_MEAN,FxGoT,FxGoT_MEAN,gkGP,gkGP_MEAN,golSviluppoPunizioneCentrale,golSviluppoPunizioneCentrale_PERC,golSviluppoPunizioneCentrale_MEAN,golSviluppoCorner,golSviluppoCorner_PERC,golSviluppoCorner_MEAN,tiroGolTesta,tiroGolTesta_PERC,tiroGolTesta_MEAN,thirdPass,thirdPass_MEAN,thirdPassVincenti,thirdPassVincenti_PERC,thirdPassVincenti_MEAN,tiriDiRigore,tiriDiRigore_PERC,tiriDiRigore_MEAN,tiroGolFuoriArea,tiroGolFuoriArea_PERC,tiroGolFuoriArea_MEAN,reteDaPunizioneDiretta,reteDaPunizioneDiretta_PERC,reteDaPunizioneDiretta_MEAN,golProcurati,golProcurati_MEAN,tiroGolRigore,tiroGolRigore_PERC,tiroGolRigore_MEAN,espulsioni,espulsioni_MEAN,doppieAmm,doppieAmm_MEAN,golSviluppoPunizioneLaterale,golSviluppoPunizioneLaterale_PERC,golSviluppoPunizioneLaterale_MEAN,traversoniVincenti,traversoniVincenti_PERC,traversoniVincenti_MEAN,crossVincenti,crossVincenti_PERC,crossVincenti_MEAN,autogol,autogol_MEAN,golSviluppoPunizioneDiretta,golSviluppoPunizioneDiretta_PERC,golSviluppoPunizioneDiretta_MEAN,cutBackVincenti,cutBackVincenti_PERC,cutBackVincenti_MEAN,tiriRigoreParati,tiriRigoreParati_PERC,tiriRigoreParati_MEAN
16788,GABRIEL,ARIAS,ARIAS G.,13-09-1987,2023,102,102,,,,,,,,,,,45,45.00,1,2.22%,1.00,39,86.67%,39.00,,,,,,,24,24.00,,,,,,7,7.00,,,,,,,,,4,4.00,1,14.29%,1.00,,,,,,,,1,1.00,1,100.00%,1.00,1,100.00%,1.00,,,,,,,,,,,,,,,,,,1,1.00,,,,2,28.57%,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.00,3,3.00,7,7.00,3,3.00,3,100.00%,3.00,,,8,8.00,16,16.00,6,75.00%,6.00,15,93.75%,15.00,21,21.00,2,9.52%,2.00,11,52.38%,11.00,3,100.00%,3.00,,,,,,8,38.10%,8.00,1.280,1.280,1.280,1.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56464,MARCOS NIKOLAS,BOLADOS HIDALGO,BOLADOS M.,28-02-1996,2023,114,38,,,,,,,,,,,24,8.00,5,20.83%,1.67,15,62.50%,5.00,4,12.12%,1.33,1,25.00%,0.33,33,11.00,5,15.15%,1.67,4,1.33,10,3.33,1,0.33,,,,1,100.00%,0.33,1,0.33,4,40.00%,1.33,7,2.33,2,28.57%,0.67,,,30,10.00,2,6.67%,0.67,10,33.33%,3.33,8,80.00%,2.67,17,170.00%,5.67,5,16.67%,1.67,10,33.33%,3.33,4,40.00%,1.33,6,2.00,2,0.67,,,,4,40.00%,1.33,0.000,0.000,0.000,0.000,0.852,0.284,0.000,0.000,0.173,0.058,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,20.00%,0.33,2,0.67,2,100.00%,0.67,1,0.33,,,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,1,0.33,,,,2,40.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,CLAUDIO,BRAVO,BRAVO C.,13-04-1983,2023,199,100,,,,,,,,,2,1.00,72,36.00,3,4.17%,1.50,49,68.06%,24.50,,,,,,,37,18.50,,,,,,17,8.50,,,,,,,,,8,4.00,6,35.29%,3.00,,,,,,,,2,1.00,1,50.00%,0.50,2,100.00%,1.00,,,,,,,,,,1,50.00%,0.50,1,100.00%,0.50,,,1,0.50,,,,4,23.53%,2.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2.50,12,6.00,8,4.00,12,6.00,10,83.33%,5.00,,,17,8.50,22,11.00,5,29.41%,2.50,21,95.45%,10.50,35,17.50,9,25.71%,4.50,11,31.43%,5.50,11,91.67%,5.50,1,8.33%,0.50,1,0.50,15,42.86%,7.50,5.298,2.649,4.298,2.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26497,BEN,BRERETON,BRERETON B.,18-04-1999,2023,62,21,2,0.67,1,50.00%,0.33,1,50.00%,0.33,,,10,3.33,1,10.00%,0.33,7,70.00%,2.33,7,43.75%,2.33,1,14.29%,0.33,16,5.33,3,18.75%,1.00,,,3,1.00,,,,,,,,,,,1,33.33%,0.33,2,0.67,1,50.00%,0.33,1,0.33,11,3.67,,,,4,36.36%,1.33,4,100.00%,1.33,6,150.00%,2.00,6,54.55%,2.00,2,18.18%,0.67,1,50.00%,0.33,,,,,,,,,,,0.085,0.028,0.057,0.019,0.000,0.000,0.000,0.000,-0.122,-0.041,-0.028,-0.009,0.085,0.028,0.036,0.012,1,50.00%,0.33,,,,1,0.33,1,100.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,1,16.67%,0.33,,,1,100.00%,0.33,,,,,,,,1,50.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32908,VICTOR,DAVILA,DAVILA V.,04-11-1997,2023,249,83,5,1.67,2,40.00%,0.67,3,60.00%,1.00,3,1.00,63,21.00,10,15.87%,3.33,41,65.08%,13.67,17,23.61%,5.67,3,17.65%,1.00,72,24.00,3,4.17%,1.00,2,0.67,24,8.00,1,0.33,1,100.00%,0.33,,,,5,1.67,7,29.17%,2.33,5,1.67,4,80.00%,1.33,3,1.00,38,12.67,6,15.79%,2.00,22,57.89%,7.33,10,45.45%,3.33,9,40.91%,3.00,8,21.05%,2.67,13,34.21%,4.33,7,53.85%,2.33,3,1.00,6,2.00,1,50.00%,0.33,4,16.67%,1.33,0.735,0.245,0.652,0.217,1.241,0.414,0.065,0.022,0.986,0.329,-0.083,-0.028,0.735,0.245,0.735,0.245,2,40.00%,0.67,2,20.00%,0.67,3,1.00,2,66.67%,0.67,,,,,1,20.00%,0.33,1,33.33%,0.33,,,,,,,,,,,,,,,,1,0.33,1,33.33%,0.33,1,0.33,,,,1,100.00%,0.33,,,,,,,2,0.67,1,50.00%,0.33,3,37.50%,1.00,,,1,50.00%,0.33,,,1,0.33,,,,1,20.00%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14032,PAULO CESAR,DIAZ HUINCALES,DIAZ P.,25-08-1994,2023,199,100,,,,,,,,,6,3.00,135,67.50,2,1.48%,1.00,117,86.67%,58.50,,,,,,,95,47.50,,,,,,3,1.50,,,,,,,,,22,11.00,2,66.67%,1.00,1,0.50,,,,1,0.50,19,9.50,3,15.79%,1.50,12,63.16%,6.00,,,,4,33.33%,2.00,7,36.84%,3.50,3,15.79%,1.50,3,100.00%,1.50,4,2.00,3,1.50,,,,2,66.67%,1.00,0.000,0.000,0.000,0.000,0.126,0.063,0.000,0.000,0.126,0.063,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,7,3.50,,,,,,,,3,13.64%,1.50,,,,,,,,,,,,,,,,,,,1,0.50,,,,,,,,,,,,,,,,,,,,,,,5,71.43%,2.50,,,,,,,,,,2,9.09%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.50,,,,1,100.00%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53502,RODRIGO EDUARDO,ECHEVERRIA SAEZ,ECHEVERRIA R.,07-04-1995,2023,196,65,3,1.00,3,100.00%,1.00,2,66.67%,0.67,1,0.33,74,24.67,1,1.35%,0.33,59,79.73%,19.67,1,1.79%,0.33,1,100.00%,0.33,56,18.67,2,3.57%,0.67,,,5,1.67,2,0.67,,,,2,100.00%,0.67,13,4.33,,,,4,1.33,3,75.00%,1.00,9,3.00,30,10.00,1,3.33%,0.33,14,46.67%,4.67,5,35.71%,1.67,7,50.00%,2.33,5,16.67%,1.67,10,33.33%,3.33,5,50.00%,1.67,1,0.33,1,0.33,2,66.67%,0.67,,,,0.385,0.128,0.694,0.231,0.309,0.103,0.000,0.000,0.136,0.045,0.309,0.103,0.385,0.128,0.000,0.000,1,33.33%,0.33,,,,1,0.33,,,,,,,,7,53.85%,2.33,6,66.67%,2.00,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,2,40.00%,0.67,,,1,33.33%,0.33,,,,,2,15.38%,0.67,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56399,NICOLAS ESTEBAN,FERNANDEZ MUNOZ,FERNANDEZ N.,03-08-1999,2023,10,10,,,,,,,,,,,5,5.00,,,,4,80.00%,4.00,,,,,,,4,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,2,2.00,,,,2,100.00%,2.00,1,50.00%,1.00,,,,1,50.00%,1.00,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.00,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44070,THOMAS,GALDAMES,GALDAMES T.,20-11-1998,2023,72,72,,,,,,,,,1,1.00,26,26.00,5,19.23%,5.00,14,53.85%,14.00,1,9.09%,1.00,,,,11,11.00,,,,2,2.00,11,11.00,,,,,,,,,4,4.00,3,27.27%,3.00,1,1.00,,,,2,2.00,11,11.00,,,,3,27.27%,3.00,2,66.67%,2.00,4,133.33%,4.00,3,27.27%,3.00,4,36.36%,4.00,1,25.00%,1.00,1,1.00,,,,,,4,36.36%,4.00,0.000,0.000,0.000,0.000,0.712,0.712,0.000,0.000,0.712,0.712,0.000,0.000,0.000,0.000,0.000,0.000,,,,1,20.00%,1.00,,,,,,,,2,2.00,2,50.00%,2.00,2,100.00%,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66.67%,2.00,,,,,,,,,,1,25.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8631,MAURICIO ANIBAL,ISLA,ISLA M.,12-06-1988,2023,292,97,,,,,,,,,15,5.00,166,55.33,10,6.02%,3.33,133,80.12%,44.33,4,3.51%,1.33,2,50.00%,0.67,114,38.00,6,5.26%,2.00,6,2.00,20,6.67,2,0.67,2,100.00%,0.67,,,,21,7.00,1,5.00%,0.33,3,1.00,1,33.33%,0.33,8,2.67,31,10.33,3,9.68%,1.00,21,67.74%,7.00,6,28.57%,2.00,5,23.81%,1.67,4,12.90%,1.33,11,35.48%,3.67,7,63.64%,2.33,2,0.67,3,1.00,,,,,,,0.000,0.000,0.000,0.000,1.345,0.448,0.093,0.031,1.127,0.376,0.000,0.000,0.000,0.000,0.000,0.000,,,,3,30.00%,1.00,2,0.67,,,,6,2.00,,,4,19.05%,1.33,2,25.00%,0.67,,,,,,,,,,,,,,,,,,1,6.67%,0.33,2,0.67,,,,1,50.00%,0.33,1,16.67%,0.33,,,,,,,,,4,100.00%,1.33,1,0.33,,,,,,1,0.33,1,4.76%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20526,IGOR,LICHNOVSKY,LICHNOVSKY I.,07-03-1994,2023,301,100,2,0.67,1,50.00%,0.33,2,100.00%,0.67,5,1.67,174,58.00,1,0.57%,0.33,155,89.08%,51.67,1,0.77%,0.33,1,100.00%,0.33,130,43.33,1,0.77%,0.33,,,10,3.33,,,,,,,,,20,6.67,4,40.00%,1.33,4,1.33,4,100.00%,1.33,3,1.00,31,10.33,,,,26,83.87%,8.67,4,15.38%,1.33,2,7.69%,0.67,14,45.16%,4.67,7,22.58%,2.33,7,100.00%,2.33,3,1.00,,,1,100.00%,0.33,,,,0.190,0.063,0.305,0.102,0.371,0.124,0.039,0.013,0.351,0.117,0.114,0.038,0.190,0.063,0.155,0.052,,,,,,,8,2.67,,,,,,,,3,15.00%,1.00,,,,,,,,,,,,,,,,,,,1,0.33,,,,1,0.33,,,,,,,,,,,,,,,,,,12,85.71%,4.00,,,,,,1,0.33,,,1,5.00%,0.33,2,100.00%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16789,GUILLERMO,MARIPAN,MARIPAN G.,06-05-1994,2023,102,102,,,,,,,,,,,51,51.00,2,3.92%,2.00,41,80.39%,41.00,,,,,,,39,39.00,2,5.13%,2.00,,,4,4.00,,,,,,,,,5,5.00,1,25.00%,1.00,1,1.00,1,100.00%,1.00,1,1.00,9,9.00,,,,6,66.67%,6.00,2,33.33%,2.00,1,16.67%,1.00,4,44.44%,4.00,3,33.33%,3.00,2,66.67%,2.00,,,,,,,,,,,0.000,0.000,0.000,0.000,0.699,0.699,0.000,0.000,0.333,0.333,0.000,0.000,0.000,0.000,0.000,0.000,,,,2,100.00%,2.00,10,10.00,,,,,,,,1,20.00%,1.00,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,75.00%,3.00,,,,,,,,,,1,20.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26491,MARCELINO,NUNEZ,NUNEZ M.,01-03-2000,2023,159,53,3,1.00,3,100.00%,1.00,,,,5,1.67,58,19.33,3,5.17%,1.00,42,72.41%,14.00,5,11.11%,1.67,,,,45,15.00,1,2.22%,0.33,,,13,4.33,,,,,,,,,7,2.33,6,46.15%,2.00,5,1.67,4,80.00%,1.33,6,2.00,28,9.33,2,7.14%,0.67,17,60.71%,5.67,7,41.18%,2.33,7,41.18%,2.33,7,25.00%,2.33,5,17.86%,1.67,3,60.00%,1.00,3,1.00,2,0.67,,,,2,15.38%,0.67,0.082,0.027,0.462,0.154,0.356,0.119,0.000,0.000,0.438,0.146,0.380,0.127,0.082,0.027,0.027,0.009,3,100.00%,1.00,,,,1,0.33,,,,,,,,3,42.86%,1.00,2,33.33%,0.67,,,,,,,,,,,,,,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,4,57.14%,1.33,,,3,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56611,DARIO ESTEBAN,OSORIO OSORIO,OSORIO D.,24-01-2004,2023,178,59,,,,,,,,,2,0.67,44,14.67,3,6.82%,1.00,34,77.27%,11.33,5,10.87%,1.67,,,,46,15.33,,,,1,0.33,18,6.00,1,0.33,1,100.00%,0.33,,,,8,2.67,3,16.67%,1.00,9,3.00,3,33.33%,1.00,8,2.67,33,11.00,1,3.03%,0.33,12,36.36%,4.00,4,33.33%,1.33,16,133.33%,5.33,6,18.18%,2.00,8,24.24%,2.67,2,25.00%,0.67,1,0.33,1,0.33,,,,2,11.11%,0.67,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,3,100.00%,1.00,1,0.33,1,100.00%,0.33,,,1,0.33,3,37.50%,1.00,6,75.00%,2.00,,,,,,,,,,,,,,,,1,0.33,,,,1,0.33,,,,,,,,,,,,,,,,,,4,66.67%,1.33,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56577,CESAR IGNACIO,PEREZ MALDONADO,PEREZ C.,29-11-2002,2023,16,16,1,1.00,1,100.00%,1.00,,,,,,5,5.00,1,20.00%,1.00,4,80.00%,4.00,1,25.00%,1.00,,,,4,4.00,,,,,,2,2.00,,,,,,,,,1,1.00,1,50.00%,1.00,,,,,,1,1.00,1,1.00,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.012,0.012,0.053,0.053,0.229,0.229,0.000,0.000,0.242,0.242,0.041,0.041,0.012,0.012,0.012,0.012,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,ERICK,PULGAR,PULGAR E.,15-01-1994,2023,231,77,1,0.33,1,100.00%,0.33,,,,11,3.67,103,34.33,5,4.85%,1.67,91,88.35%,30.33,1,1.49%,0.33,,,,67,22.33,,,,,,9,3.00,,,,,,,,,27,9.00,,,,3,1.00,,,,9,3.00,28,9.33,3,10.71%,1.00,13,46.43%,4.33,5,38.46%,1.67,9,69.23%,3.00,3,10.71%,1.00,9,32.14%,3.00,7,77.78%,2.33,1,0.33,3,1.00,,,,,,,0.017,0.006,0.043,0.014,0.399,0.133,0.048,0.016,0.416,0.139,0.026,0.009,0.017,0.006,0.000,0.000,1,100.00%,0.33,4,80.00%,1.33,5,1.67,,,,,,,,8,29.63%,2.67,6,66.67%,2.00,,,,,,,,,,,,,,,,,,2,18.18%,0.67,1,0.33,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,0.33,,,1,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7720,ALEXIS ALEJANDRO,SANCHEZ SANCHEZ,SANCHEZ A.,19-12-1988,2023,271,90,3,1.00,1,33.33%,0.33,3,100.00%,1.00,8,2.67,102,34.00,20,19.61%,6.67,68,66.67%,22.67,14,11.57%,4.67,1,7.14%,0.33,121,40.33,3,2.48%,1.00,5,1.67,41,13.67,4,1.33,,,,4,100.00%,1.33,3,1.00,8,19.51%,2.67,5,1.67,2,40.00%,0.67,4,1.33,56,18.67,8,14.29%,2.67,21,37.50%,7.00,12,57.14%,4.00,24,114.29%,8.00,16,28.57%,5.33,21,37.50%,7.00,5,23.81%,1.67,2,0.67,8,2.67,1,100.00%,0.33,6,14.63%,2.00,0.449,0.150,0.192,0.064,2.890,0.963,0.169,0.056,2.422,0.807,-0.257,-0.086,0.449,0.150,0.123,0.041,,,,9,45.00%,3.00,3,1.00,2,66.67%,0.67,3,1.00,,,2,66.67%,0.67,4,100.00%,1.33,,,,,,,,,,,,,,,,,,5,62.50%,1.67,4,1.33,,,,3,75.00%,1.00,1,33.33%,0.33,,,,,,,,,6,37.50%,2.00,,,,,,,,1,0.33,1,33.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29873,GABRIEL,SUAZO,SUAZO G.,09-08-1997,2023,225,75,,,,,,,,,13,4.33,143,47.67,5,3.50%,1.67,118,82.52%,39.33,2,2.00%,0.67,,,,100,33.33,1,1.00%,0.33,2,0.67,12,4.00,6,2.00,5,83.33%,1.67,1,16.67%,0.33,12,4.00,1,8.33%,0.33,3,1.00,3,100.00%,1.00,7,2.33,30,10.00,3,10.00%,1.00,17,56.67%,5.67,1,5.88%,0.33,8,47.06%,2.67,4,13.33%,1.33,7,23.33%,2.33,4,57.14%,1.33,6,2.00,3,1.00,,,,,,,0.000,0.000,0.000,0.000,0.579,0.193,0.162,0.054,0.452,0.151,0.000,0.000,0.000,0.000,0.000,0.000,,,,4,80.00%,1.33,2,0.67,1,50.00%,0.33,2,0.67,,,2,16.67%,0.67,2,28.57%,0.67,,,,,,,,,,,,,,,,1,0.33,2,15.38%,0.67,3,1.00,,,,2,66.67%,0.67,2,100.00%,0.67,,,,,,,,,2,50.00%,0.67,,,,,,,,3,1.00,1,8.33%,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.33,1,0.33,,,,,,,,,,,,,,,,,,,,
